pokedex_number,name,generation,classfication,type1,type2,hp,height_m,weight_kg,speed,percentage_male,is_legendary,entry
500,Emboar,5,Mega Fire Pig Pokémon,fire,fighting,110,1.6,150.0,65,88.1,0,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,Oshawott,5,Sea Otter Pokémon,water,,55,0.5,5.9,45,88.1,0,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,Dewott,5,Discipline Pokémon,water,,75,0.8,24.5,60,88.1,0,Strict training is how it learns its flowing double-scalchop technique.
503,Samurott,5,Formidable Pokémon,water,,95,1.5,94.6,70,88.1,0,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,Patrat,5,Scout Pokémon,normal,,45,0.5,11.6,42,50.0,0,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,Watchog,5,Lookout Pokémon,normal,,60,1.1,27.0,77,50.0,0,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,Lillipup,5,Puppy Pokémon,normal,,45,0.4,4.1,55,50.0,0,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,Herdier,5,Loyal Dog Pokémon,normal,,65,0.9,14.7,60,50.0,0,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Stoutland,5,Big-Hearted Pokémon,normal,,85,1.2,61.0,80,50.0,0,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,Purrloin,5,Devious Pokémon,dark,,41,0.4,10.1,66,50.0,0,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
510,Liepard,5,Cruel Pokémon,dark,,64,1.1,37.5,106,50.0,0,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,Pansage,5,Grass Monkey Pokémon,grass,,50,0.6,10.5,64,88.1,0,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,Simisage,5,Thorn Monkey Pokémon,grass,,75,1.1,30.5,101,88.1,0,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,Pansear,5,High Temp Pokémon,fire,,50,0.6,11.0,64,88.1,0,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,Simisear,5,Ember Pokémon,fire,,75,1.0,28.0,101,88.1,0,It loves sweets because they become energy for the fire burning inside its body.
515,Panpour,5,Spray Pokémon,water,,50,0.6,13.5,64,88.1,0,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,Simipour,5,Geyser Pokémon,water,,75,1.0,29.0,101,88.1,0,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,Munna,5,Dream Eater Pokémon,psychic,,76,0.6,23.3,24,50.0,0,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,Musharna,5,Drowsing Pokémon,psychic,,116,1.1,60.5,29,50.0,0,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,Pidove,5,Tiny Pigeon Pokémon,normal,flying,50,0.3,2.1,43,50.0,0,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,Tranquill,5,Wild Pigeon Pokémon,normal,flying,62,0.6,15.0,65,50.0,0,It can return to its Trainer’s location regardless of the distance separating them.
521,Unfezant,5,Proud Pokémon,normal,flying,80,1.2,29.0,93,50.0,0,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522,Blitzle,5,Electrified Pokémon,electric,,45,0.8,29.8,76,50.0,0,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,Zebstrika,5,Thunderbolt Pokémon,electric,,75,1.6,79.5,116,50.0,0,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,Roggenrola,5,Mantle Pokémon,rock,,55,0.4,18.0,15,50.0,0,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,Boldore,5,Ore Pokémon,rock,,70,0.9,102.0,20,50.0,0,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Gigalith,5,Compressed Pokémon,rock,,85,1.7,260.0,25,50.0,0,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,5,Bat Pokémon,psychic,flying,65,0.4,2.1,72,50.0,0,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528,Swoobat,5,Courting Pokémon,psychic,flying,67,0.9,10.5,114,50.0,0,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,Drilbur,5,Mole Pokémon,ground,,60,0.3,8.5,68,50.0,0,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,Excadrill,5,Subterrene Pokémon,ground,steel,110,0.7,40.4,88,50.0,0,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,Audino,5,Hearing Pokémon,normal,,103,1.1,31.0,50,50.0,0,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Timburr,5,Muscular Pokémon,fighting,,75,0.6,12.5,35,75.4,0,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,5,Muscular Pokémon,fighting,,85,1.2,40.0,40,75.4,0,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,5,Muscular Pokémon,fighting,,105,1.4,87.0,45,75.4,0,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,Tympole,5,Tadpole Pokémon,water,,50,0.5,4.5,64,50.0,0,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,5,Vibration Pokémon,water,ground,75,0.8,17.0,69,50.0,0,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,5,Vibration Pokémon,water,ground,105,1.5,62.0,74,50.0,0,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,5,Judo Pokémon,fighting,,120,1.3,55.5,45,100.0,0,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Sawk,5,Karate Pokémon,fighting,,75,1.4,51.0,85,100.0,0,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,Sewaddle,5,Sewing Pokémon,bug,grass,45,0.3,2.5,42,50.0,0,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,Swadloon,5,Leaf-Wrapped Pokémon,bug,grass,55,0.5,7.3,42,50.0,0,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,5,Nurturing Pokémon,bug,grass,75,1.2,20.5,92,50.0,0,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,Venipede,5,Centipede Pokémon,bug,poison,30,0.4,5.3,57,50.0,0,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,Whirlipede,5,Curlipede Pokémon,bug,poison,40,1.2,58.5,47,50.0,0,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,Scolipede,5,Megapede Pokémon,bug,poison,60,2.5,200.5,112,50.0,0,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,5,Cotton Puff Pokémon,grass,fairy,40,0.3,0.6,66,50.0,0,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,Whimsicott,5,Windveiled Pokémon,grass,fairy,60,0.7,6.6,116,50.0,0,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,5,Bulb Pokémon,grass,,45,0.5,6.6,30,0.0,0,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Lilligant,5,Flowering Pokémon,grass,,70,1.1,16.3,90,0.0,0,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin,5,Hostile Pokémon,water,,70,1.0,18.0,98,50.0,0,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,Sandile,5,Desert Croc Pokémon,ground,dark,50,0.7,15.2,65,50.0,0,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,5,Desert Croc Pokémon,ground,dark,60,1.0,33.4,74,50.0,0,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,Krookodile,5,Intimidation Pokémon,ground,dark,95,1.5,96.3,92,50.0,0,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,5,Zen Charm Pokémon,fire,,70,0.6,37.5,50,50.0,0,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan,5,Blazing Pokémon,fire,fire,105,1.3,92.9,55,50.0,0,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,Maractus,5,Cactus Pokémon,grass,,75,1.0,28.0,60,50.0,0,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,Dwebble,5,Rock Inn Pokémon,bug,rock,50,0.3,14.5,55,50.0,0,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558,Crustle,5,Stone Home Pokémon,bug,rock,70,1.4,200.0,45,50.0,0,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,Scraggy,5,Shedding Pokémon,dark,fighting,50,0.6,11.8,48,50.0,0,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,Scrafty,5,Hoodlum Pokémon,dark,fighting,65,1.1,30.0,58,50.0,0,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561,Sigilyph,5,Avianoid Pokémon,psychic,flying,72,1.4,14.0,97,50.0,0,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,Yamask,5,Spirit Pokémon,ghost,,38,0.5,1.5,30,50.0,0,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Cofagrigus,5,Coffin Pokémon,ghost,,58,1.7,76.5,30,50.0,0,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,Tirtouga,5,Prototurtle Pokémon,water,rock,54,0.7,16.5,22,88.1,0,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,Carracosta,5,Prototurtle Pokémon,water,rock,74,1.2,81.0,32,88.1,0,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566,Archen,5,First Bird Pokémon,rock,flying,55,0.5,9.5,70,88.1,0,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,Archeops,5,First Bird Pokémon,rock,flying,75,1.4,32.0,110,88.1,0,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,Trubbish,5,Trash Bag Pokémon,poison,,50,0.6,31.0,65,50.0,0,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Garbodor,5,Trash Heap Pokémon,poison,,80,1.9,107.3,75,50.0,0,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,Zorua,5,Tricky Fox Pokémon,dark,,40,0.7,12.5,65,88.1,0,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,Zoroark,5,Illusion Fox Pokémon,dark,,60,1.6,81.1,105,88.1,0,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,Minccino,5,Chinchilla Pokémon,normal,,55,0.4,5.8,75,24.6,0,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Cinccino,5,Scarf Pokémon,normal,,75,0.5,7.5,115,24.6,0,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Gothita,5,Fixation Pokémon,psychic,,45,0.4,5.8,45,24.6,0,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Gothorita,5,Manipulate Pokémon,psychic,,60,0.7,18.0,55,24.6,0,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,Gothitelle,5,Astral Body Pokémon,psychic,,70,1.5,44.0,65,24.6,0,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Solosis,5,Cell Pokémon,psychic,,45,0.3,1.0,20,50.0,0,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,5,Mitosis Pokémon,psychic,,65,0.6,8.0,30,50.0,0,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,Reuniclus,5,Multiplying Pokémon,psychic,,110,1.0,20.1,30,50.0,0,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,5,Water Bird Pokémon,water,flying,62,0.5,5.5,55,50.0,0,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,Swanna,5,White Bird Pokémon,water,flying,75,1.3,24.2,98,50.0,0,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,5,Fresh Snow Pokémon,ice,,36,0.4,5.7,44,50.0,0,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,Vanillish,5,Icy Snow Pokémon,ice,,51,1.1,41.0,59,50.0,0,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,5,Snowstorm Pokémon,ice,,71,1.3,57.5,79,50.0,0,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,Deerling,5,Season Pokémon,normal,grass,60,0.6,19.5,75,50.0,0,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,Sawsbuck,5,Season Pokémon,normal,grass,80,1.9,92.5,95,50.0,0,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,Emolga,5,Sky Squirrel Pokémon,electric,flying,55,0.4,5.0,103,50.0,0,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,5,Clamping Pokémon,bug,,50,0.5,5.9,60,50.0,0,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,Escavalier,5,Cavalry Pokémon,bug,steel,70,1.0,33.0,20,50.0,0,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,Foongus,5,Mushroom Pokémon,grass,poison,69,0.2,1.0,15,50.0,0,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,Amoonguss,5,Mushroom Pokémon,grass,poison,114,0.6,10.5,30,50.0,0,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,Frillish,5,Floating Pokémon,water,ghost,55,1.2,33.0,40,50.0,0,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,Jellicent,5,Floating Pokémon,water,ghost,100,2.2,135.0,60,50.0,0,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,Alomomola,5,Caring Pokémon,water,,165,1.2,31.6,65,50.0,0,The special membrane enveloping Alomomola has the ability to heal wounds.
595,Joltik,5,Attaching Pokémon,bug,electric,50,0.1,0.6,65,50.0,0,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,Galvantula,5,EleSpider Pokémon,bug,electric,70,0.8,14.3,108,50.0,0,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,5,Thorn Seed Pokémon,grass,steel,44,0.6,18.8,10,50.0,0,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,Ferrothorn,5,Thorn Pod Pokémon,grass,steel,74,1.0,110.0,20,50.0,0,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,Klink,5,Gear Pokémon,steel,,40,0.3,21.0,30,,0,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,5,Gear Pokémon,steel,,60,0.6,51.0,50,,0,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Klinklang,5,Gear Pokémon,steel,,60,0.6,81.0,90,,0,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,Tynamo,5,EleFish Pokémon,electric,,35,0.2,0.3,60,50.0,0,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,Eelektrik,5,EleFish Pokémon,electric,,65,1.2,22.0,40,50.0,0,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Eelektross,5,EleFish Pokémon,electric,,85,2.1,80.5,50,50.0,0,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,5,Cerebral Pokémon,psychic,,55,0.5,9.0,30,50.0,0,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,Beheeyem,5,Cerebral Pokémon,psychic,,75,1.0,34.5,40,50.0,0,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,Litwick,5,Candle Pokémon,ghost,fire,50,0.3,3.1,20,50.0,0,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,Lampent,5,Lamp Pokémon,ghost,fire,60,0.6,13.0,55,50.0,0,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,Chandelure,5,Luring Pokémon,ghost,fire,60,1.0,34.3,80,50.0,0,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Axew,5,Tusk Pokémon,dragon,,46,0.6,18.0,57,50.0,0,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,Fraxure,5,Axe Jaw Pokémon,dragon,,66,1.0,36.0,67,50.0,0,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,Haxorus,5,Axe Jaw Pokémon,dragon,,76,1.8,105.5,97,50.0,0,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,Cubchoo,5,Chill Pokémon,ice,,55,0.5,8.5,40,50.0,0,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,Beartic,5,Freezing Pokémon,ice,,95,2.6,260.0,50,50.0,0,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,Cryogonal,5,Crystallizing Pokémon,ice,,80,1.1,148.0,105,,0,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,Shelmet,5,Snail Pokémon,bug,,50,0.4,7.7,25,50.0,0,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,Accelgor,5,Shell Out Pokémon,bug,,80,0.8,25.3,145,50.0,0,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,5,Trap Pokémon,ground,electric,109,0.7,11.0,32,50.0,0,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,Mienfoo,5,Martial Arts Pokémon,fighting,,45,0.9,20.0,65,50.0,0,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,5,Martial Arts Pokémon,fighting,,65,1.4,35.5,105,50.0,0,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,Druddigon,5,Cave Pokémon,dragon,,77,1.6,139.0,48,50.0,0,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,5,Automaton Pokémon,ground,ghost,59,1.0,92.0,35,,0,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,Golurk,5,Automaton Pokémon,ground,ghost,89,2.8,330.0,55,,0,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,5,Sharp Blade Pokémon,dark,steel,45,0.5,10.2,60,50.0,0,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,Bisharp,5,Sword Blade Pokémon,dark,steel,65,1.6,70.0,70,50.0,0,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,Bouffalant,5,Bash Buffalo Pokémon,normal,,95,1.6,94.6,55,50.0,0,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,5,Eaglet Pokémon,normal,flying,70,0.5,10.5,60,100.0,0,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,5,Valiant Pokémon,normal,flying,100,1.5,41.0,80,100.0,0,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,5,Diapered Pokémon,dark,flying,70,0.5,9.0,60,0.0,0,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
630,Mandibuzz,5,Bone Vulture Pokémon,dark,flying,110,1.2,39.5,80,0.0,0,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,5,Anteater Pokémon,fire,,85,1.4,58.0,65,50.0,0,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,5,Iron Ant Pokémon,bug,steel,58,0.3,33.0,109,50.0,0,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,5,Irate Pokémon,dark,dragon,52,0.8,17.3,38,50.0,0,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,5,Hostile Pokémon,dark,dragon,72,1.4,50.0,58,50.0,0,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,5,Brutal Pokémon,dark,dragon,92,1.8,160.0,98,50.0,0,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,5,Torch Pokémon,bug,fire,55,1.1,28.8,60,50.0,0,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,5,Sun Pokémon,bug,fire,85,1.6,46.0,100,50.0,0,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,Cobalion,5,Iron Will Pokémon,steel,fighting,91,2.1,250.0,108,,1,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,5,Cavern Pokémon,rock,fighting,91,1.9,260.0,108,,1,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,5,Grassland Pokémon,grass,fighting,91,2.0,200.0,108,,1,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus,5,Cyclone Pokémon,flying,,79,1.5,63.0,121,100.0,1,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus,5,Bolt Strike Pokémon,electric,flying,79,1.5,61.0,101,100.0,1,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,5,Vast White Pokémon,dragon,fire,100,3.2,330.0,90,,1,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,5,Deep Black Pokémon,dragon,electric,100,2.9,345.0,90,,1,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,5,Abundance Pokémon,ground,flying,89,1.5,68.0,91,100.0,1,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,5,Boundary Pokémon,dragon,ice,125,3.0,325.0,95,,1,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,5,Colt Pokémon,water,fighting,91,1.4,48.5,108,,1,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta,5,Melody Pokémon,normal,psychic,100,0.6,6.5,128,,1,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,5,Paleozoic Pokémon,bug,steel,71,1.5,82.5,99,,1,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,Chespin,6,Spiky Nut Pokémon,grass,,56,0.4,9.0,38,88.1,0,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,Quilladin,6,Spiny Armor Pokémon,grass,,61,0.7,29.0,57,88.1,0,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,Chesnaught,6,Spiny Armor Pokémon,grass,fighting,88,1.6,90.0,64,88.1,0,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,Fennekin,6,Fox Pokémon,fire,,40,0.4,9.4,60,88.1,0,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,Braixen,6,Fox Pokémon,fire,,59,1.0,14.5,73,88.1,0,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,Delphox,6,Fox Pokémon,fire,psychic,75,1.5,39.0,104,88.1,0,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,Froakie,6,Bubble Frog Pokémon,water,,41,0.3,7.0,71,88.1,0,Edge_case
657,Frogadier,6,Bubble Frog Pokémon,water,,54,0.6,10.9,97,88.1,0,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,Greninja,6,Ninja Pokémon,water,dark,72,1.5,40.0,132,88.1,0,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,Bunnelby,6,Digging Pokémon,normal,,38,0.4,5.0,57,50.0,0,They use their large ears to dig burrows. They will dig the whole night through.
660,Diggersby,6,Digging Pokémon,normal,ground,85,1.0,42.4,78,50.0,0,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,Fletchling,6,Tiny Robin Pokémon,normal,flying,45,0.3,1.7,62,50.0,0,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,Fletchinder,6,Ember Pokémon,fire,flying,62,0.7,16.0,84,50.0,0,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,Talonflame,6,Scorching Pokémon,fire,flying,78,1.2,24.5,126,50.0,0,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,Scatterbug,6,Scatterdust Pokémon,bug,,38,0.3,2.5,35,50.0,0,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,Spewpa,6,Scatterdust Pokémon,bug,,45,0.3,8.4,29,50.0,0,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,Vivillon,6,Scale Pokémon,bug,flying,80,1.2,17.0,89,50.0,0,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,Litleo,6,Lion Cub Pokémon,fire,normal,62,0.6,13.5,72,11.2,0,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,Pyroar,6,Royal Pokémon,fire,normal,86,1.5,81.5,106,11.2,0,The male with the largest mane of fire is the leader of the pride.
669,Flabébé,6,Single Bloom Pokémon,fairy,,44,0.1,0.1,42,0.0,0,Edge_case
670,Floette,6,Fairy Pokémon,fairy,,74,0.2,0.9,92,0.0,0,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,Florges,6,Garden Pokémon,fairy,,78,1.1,10.0,75,0.0,0,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,Skiddo,6,Mount Pokémon,grass,,66,0.9,31.0,52,50.0,0,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,Gogoat,6,Mount Pokémon,grass,,123,1.7,91.0,68,50.0,0,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,Pancham,6,Playful Pokémon,fighting,,67,0.6,8.0,43,50.0,0,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
